CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
no_checking,34,outstanding_credit,appliances,6159,unknown,greater_7,3,male,co-applicant,4,unknown,52,stores,own,2,unskilled,2,yes,yes,1,2023,1
less_0,15,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,1,savings_insurance,23,stores,own,1,unskilled,1,none,yes,1,2023,7
less_0,23,credits_paid_to_date,vacation,3206,less_100,4_to_7,3,female,none,2,car_other,39,none,own,2,skilled,1,none,yes,0,2021,1
0_to_200,23,credits_paid_to_date,car_new,2771,less_100,4_to_7,4,male,none,4,real_estate,46,none,own,1,management_self-employed,1,none,yes,0,2022,7
less_0,20,no_credits,car_new,3460,less_100,less_1,2,female,none,1,car_other,33,stores,own,2,skilled,1,none,yes,0,2023,5
less_0,9,all_credits_paid_back,radio_tv,250,less_100,unemployed,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2022,3
0_to_200,35,credits_paid_to_date,furniture,4824,less_100,4_to_7,4,male,none,2,savings_insurance,42,none,own,1,skilled,1,yes,yes,0,2022,9
less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,car_other,26,stores,rent,1,unskilled,1,none,yes,0,2021,9
less_0,6,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,0,2021,10
less_0,6,all_credits_paid_back,vacation,1046,less_100,1_to_4,4,female,none,1,savings_insurance,21,bank,rent,1,unskilled,1,none,yes,0,2021,3
no_checking,27,prior_payments_delayed,furniture,1100,500_to_1000,greater_7,3,male,none,4,savings_insurance,31,none,own,1,skilled,1,none,yes,0,2023,1
0_to_200,23,prior_payments_delayed,furniture,1172,100_to_500,1_to_4,3,male,none,4,car_other,35,none,own,2,management_self-employed,1,none,yes,1,2023,9
0_to_200,6,all_credits_paid_back,car_used,1259,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0,2021,2
greater_200,31,all_credits_paid_back,car_used,5691,less_100,4_to_7,4,male,none,2,savings_insurance,30,none,own,2,skilled,1,yes,yes,0,2023,8
no_checking,24,prior_payments_delayed,education,5049,100_to_500,4_to_7,4,male,none,3,car_other,39,none,own,2,management_self-employed,1,yes,yes,1,2021,2
no_checking,23,outstanding_credit,furniture,2659,greater_1000,greater_7,4,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,1,2021,12
no_checking,22,prior_payments_delayed,radio_tv,1499,100_to_500,4_to_7,2,female,none,4,savings_insurance,54,none,free,1,skilled,1,yes,yes,1,2021,1
less_0,14,credits_paid_to_date,furniture,328,less_100,4_to_7,1,male,none,1,savings_insurance,26,stores,own,1,skilled,1,none,yes,0,2022,8
less_0,17,prior_payments_delayed,furniture,4247,less_100,4_to_7,2,male,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,1,2022,2
less_0,15,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,1,savings_insurance,36,stores,own,3,skilled,1,none,yes,0,2022,7
no_checking,50,prior_payments_delayed,repairs,8752,greater_1000,greater_7,4,male,co-applicant,5,car_other,44,none,free,2,skilled,1,yes,yes,0,2021,8
no_checking,39,prior_payments_delayed,other,4368,unknown,4_to_7,4,male,none,3,savings_insurance,31,bank,own,2,unemployed,1,none,yes,0,2023,11
0_to_200,35,credits_paid_to_date,repairs,2990,less_100,4_to_7,3,female,none,3,car_other,37,stores,own,1,unskilled,1,none,yes,0,2021,4
less_0,14,prior_payments_delayed,furniture,1523,500_to_1000,4_to_7,3,male,none,1,savings_insurance,31,none,own,3,skilled,1,yes,yes,1,2023,3
no_checking,14,credits_paid_to_date,furniture,1669,500_to_1000,greater_7,1,male,none,1,savings_insurance,42,none,own,1,skilled,1,none,yes,0,2024,6
0_to_200,10,prior_payments_delayed,appliances,1754,100_to_500,greater_7,4,female,guarantor,3,unknown,27,stores,own,1,skilled,1,none,no,0,2021,9
no_checking,40,prior_payments_delayed,appliances,5479,500_to_1000,greater_7,4,male,none,5,car_other,59,bank,own,2,unemployed,2,yes,yes,1,2021,1
no_checking,20,prior_payments_delayed,appliances,5384,100_to_500,4_to_7,4,male,none,5,car_other,44,none,own,1,skilled,1,none,yes,1,2024,9
0_to_200,15,credits_paid_to_date,vacation,3019,100_to_500,1_to_4,3,female,none,1,real_estate,30,none,own,1,skilled,1,none,yes,0,2022,1
no_checking,28,outstanding_credit,radio_tv,6980,500_to_1000,1_to_4,2,male,none,3,unknown,53,none,own,1,management_self-employed,1,yes,yes,1,2022,9
0_to_200,6,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,savings_insurance,23,none,rent,1,skilled,1,none,yes,0,2024,7
less_0,17,credits_paid_to_date,vacation,3659,less_100,4_to_7,4,female,none,1,car_other,41,none,own,3,skilled,1,none,yes,0,2021,12
no_checking,26,outstanding_credit,car_used,4187,500_to_1000,1_to_4,2,male,none,3,car_other,38,none,own,1,skilled,2,yes,yes,1,2021,4
no_checking,6,credits_paid_to_date,furniture,2064,less_100,1_to_4,3,female,none,1,real_estate,26,none,own,1,skilled,1,yes,yes,0,2023,6
no_checking,8,all_credits_paid_back,car_used,2184,greater_1000,less_1,4,female,none,5,car_other,41,bank,free,1,unskilled,2,yes,yes,0,2024,4
greater_200,23,prior_payments_delayed,vacation,6311,500_to_1000,4_to_7,4,male,none,4,unknown,58,none,own,1,skilled,2,yes,yes,1,2024,2
0_to_200,31,credits_paid_to_date,retraining,729,less_100,less_1,4,female,none,2,savings_insurance,34,stores,own,2,skilled,1,none,yes,0,2021,9
0_to_200,29,prior_payments_delayed,appliances,6586,100_to_500,1_to_4,4,female,none,2,unknown,37,none,own,2,skilled,1,yes,yes,1,2023,9
no_checking,22,outstanding_credit,furniture,4565,unknown,4_to_7,4,male,co-applicant,5,car_other,51,none,free,2,management_self-employed,2,yes,yes,1,2023,11
no_checking,24,prior_payments_delayed,radio_tv,6116,500_to_1000,4_to_7,4,male,none,4,savings_insurance,49,none,own,2,management_self-employed,2,yes,yes,0,2023,10
less_0,12,prior_payments_delayed,appliances,250,500_to_1000,4_to_7,1,male,none,2,car_other,25,stores,own,1,skilled,1,none,yes,0,2023,10
less_0,6,no_credits,car_new,2478,less_100,less_1,1,female,none,3,car_other,41,stores,own,1,skilled,1,none,yes,0,2022,11
0_to_200,9,all_credits_paid_back,car_new,476,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2023,4
greater_200,19,credits_paid_to_date,radio_tv,6083,less_100,less_1,4,male,none,4,car_other,31,stores,own,2,unskilled,1,none,yes,0,2021,1
greater_200,30,all_credits_paid_back,vacation,4056,greater_1000,4_to_7,2,female,co-applicant,5,unknown,37,stores,own,2,management_self-employed,1,none,yes,1,2023,9
no_checking,29,prior_payments_delayed,repairs,5740,greater_1000,1_to_4,4,female,none,4,unknown,50,stores,free,2,management_self-employed,1,none,yes,1,2022,10
less_0,7,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,4,real_estate,19,none,own,1,skilled,1,none,yes,0,2022,8
0_to_200,25,outstanding_credit,furniture,2493,100_to_500,1_to_4,2,female,none,3,savings_insurance,47,stores,free,3,skilled,1,yes,yes,0,2022,8
no_checking,29,prior_payments_delayed,repairs,4407,100_to_500,4_to_7,4,male,none,5,car_other,29,none,own,2,skilled,1,none,yes,1,2023,12
less_0,11,prior_payments_delayed,furniture,2486,500_to_1000,4_to_7,3,male,none,1,savings_insurance,26,none,own,2,skilled,1,yes,yes,1,2024,9
no_checking,36,outstanding_credit,other,5749,unknown,greater_7,3,female,co-applicant,4,unknown,57,stores,rent,2,unskilled,2,yes,yes,1,2022,11
0_to_200,29,credits_paid_to_date,retraining,1830,less_100,greater_7,4,male,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,0,2024,1
greater_200,12,credits_paid_to_date,furniture,2484,less_100,less_1,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,0,2024,11
0_to_200,11,credits_paid_to_date,car_used,1429,100_to_500,less_1,3,female,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,0,2022,3
no_checking,52,outstanding_credit,other,4840,unknown,greater_7,3,male,none,5,unknown,31,none,own,2,skilled,2,yes,yes,1,2023,7
0_to_200,19,credits_paid_to_date,vacation,2057,100_to_500,1_to_4,3,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,0,2024,5
0_to_200,9,prior_payments_delayed,car_new,3174,less_100,4_to_7,4,male,co-applicant,4,car_other,54,none,own,1,skilled,1,none,yes,1,2021,6
less_0,18,prior_payments_delayed,furniture,1218,less_100,1_to_4,3,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,0,2024,12
no_checking,29,outstanding_credit,retraining,6026,100_to_500,1_to_4,4,male,guarantor,4,car_other,59,bank,free,3,unskilled,2,yes,no,1,2023,1
no_checking,25,outstanding_credit,appliances,5329,500_to_1000,4_to_7,4,male,none,3,car_other,42,none,own,1,skilled,1,none,yes,1,2022,1
less_0,10,all_credits_paid_back,vacation,2927,less_100,less_1,2,female,none,2,savings_insurance,19,stores,own,3,skilled,1,none,yes,0,2024,6
0_to_200,23,credits_paid_to_date,radio_tv,4412,less_100,less_1,4,male,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,0,2024,10
0_to_200,29,all_credits_paid_back,radio_tv,1951,500_to_1000,1_to_4,2,male,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,0,2024,6
0_to_200,39,credits_paid_to_date,furniture,2245,less_100,4_to_7,3,male,none,1,savings_insurance,46,none,own,1,skilled,1,yes,yes,0,2021,3
0_to_200,33,credits_paid_to_date,radio_tv,5454,less_100,4_to_7,3,female,none,3,unknown,57,stores,own,2,skilled,1,yes,yes,0,2022,3
no_checking,38,prior_payments_delayed,repairs,9138,greater_1000,greater_7,4,male,co-applicant,4,car_other,34,none,free,2,skilled,1,yes,yes,0,2022,8
less_0,30,credits_paid_to_date,business,2761,less_100,less_1,2,male,none,2,savings_insurance,22,none,own,2,skilled,1,none,yes,0,2023,9
less_0,22,all_credits_paid_back,car_used,3102,100_to_500,unemployed,3,female,none,1,car_other,24,none,rent,1,skilled,2,none,yes,0,2022,7
no_checking,29,outstanding_credit,appliances,8303,500_to_1000,1_to_4,4,male,none,4,unknown,54,none,free,3,management_self-employed,2,yes,yes,1,2021,11
no_checking,50,outstanding_credit,appliances,5994,unknown,greater_7,4,male,co-applicant,4,unknown,52,bank,own,4,unemployed,2,yes,yes,1,2023,11
no_checking,25,outstanding_credit,repairs,3805,500_to_1000,4_to_7,4,male,none,2,unknown,29,none,own,1,skilled,1,yes,yes,0,2021,1
no_checking,14,credits_paid_to_date,vacation,4773,less_100,4_to_7,2,male,none,4,car_other,41,none,own,1,management_self-employed,1,yes,yes,1,2024,4
less_0,16,prior_payments_delayed,furniture,1334,less_100,1_to_4,2,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,0,2021,4
no_checking,34,outstanding_credit,radio_tv,11762,unknown,greater_7,3,male,co-applicant,5,unknown,50,stores,own,2,unemployed,2,yes,yes,1,2021,9
0_to_200,20,outstanding_credit,radio_tv,2341,500_to_1000,less_1,1,male,none,2,savings_insurance,35,bank,rent,3,unskilled,2,yes,yes,0,2023,9
no_checking,6,outstanding_credit,radio_tv,1019,500_to_1000,greater_7,4,male,guarantor,2,savings_insurance,25,bank,free,1,unemployed,1,yes,no,0,2022,12
no_checking,8,no_credits,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,56,none,own,2,management_self-employed,2,none,yes,0,2024,12
no_checking,20,all_credits_paid_back,business,4071,unknown,unemployed,2,female,co-applicant,3,unknown,31,bank,own,1,unemployed,1,none,yes,0,2022,6
less_0,14,no_credits,car_new,2375,less_100,less_1,2,female,none,2,car_other,26,stores,own,1,skilled,1,none,yes,0,2023,4
0_to_200,6,all_credits_paid_back,car_used,1455,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0,2022,9
less_0,6,credits_paid_to_date,car_new,1108,100_to_500,less_1,1,female,none,3,savings_insurance,27,none,rent,1,skilled,1,none,yes,0,2023,11
0_to_200,17,credits_paid_to_date,car_new,452,less_100,unemployed,2,female,none,1,real_estate,19,none,own,2,skilled,1,none,yes,0,2022,2
less_0,6,all_credits_paid_back,vacation,3591,less_100,1_to_4,3,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0,2024,8
no_checking,32,all_credits_paid_back,furniture,3234,100_to_500,less_1,1,female,co-applicant,4,savings_insurance,35,none,own,1,skilled,1,none,yes,1,2022,8
no_checking,44,outstanding_credit,appliances,7610,greater_1000,greater_7,4,male,co-applicant,4,unknown,46,none,own,2,skilled,1,none,yes,1,2022,5
0_to_200,10,credits_paid_to_date,vacation,3188,100_to_500,1_to_4,3,female,none,1,real_estate,28,none,own,1,skilled,1,none,yes,0,2022,10
no_checking,30,outstanding_credit,furniture,2550,500_to_1000,greater_7,4,male,none,4,car_other,42,none,free,1,skilled,2,yes,yes,0,2024,2
greater_200,12,outstanding_credit,education,2367,greater_1000,less_1,1,female,co-applicant,1,unknown,27,stores,rent,2,skilled,1,yes,no,0,2022,10
less_0,14,credits_paid_to_date,car_new,2411,less_100,less_1,3,female,co-applicant,2,savings_insurance,37,none,own,1,skilled,1,none,yes,0,2024,6
greater_200,7,no_credits,car_used,993,500_to_1000,4_to_7,1,male,none,3,unknown,29,stores,free,1,management_self-employed,1,yes,no,0,2024,11
0_to_200,20,credits_paid_to_date,car_used,2810,100_to_500,unemployed,3,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2023,6
less_0,28,credits_paid_to_date,radio_tv,250,less_100,1_to_4,3,male,none,2,real_estate,34,stores,own,1,skilled,1,none,yes,0,2021,12
0_to_200,13,credits_paid_to_date,vacation,3836,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2021,10
less_0,22,credits_paid_to_date,radio_tv,250,less_100,greater_7,4,male,none,1,real_estate,24,none,rent,2,management_self-employed,1,yes,no,0,2021,3
less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2023,4
0_to_200,30,credits_paid_to_date,radio_tv,5397,less_100,4_to_7,3,female,none,2,unknown,46,stores,own,1,skilled,1,yes,yes,0,2022,6
no_checking,26,outstanding_credit,appliances,8565,500_to_1000,1_to_4,4,male,none,5,unknown,62,none,free,1,management_self-employed,2,yes,yes,1,2021,9
no_checking,31,outstanding_credit,vacation,10026,500_to_1000,greater_7,4,male,co-applicant,5,unknown,52,none,free,2,skilled,2,yes,yes,1,2022,11
0_to_200,25,credits_paid_to_date,furniture,3737,less_100,less_1,4,female,co-applicant,3,car_other,43,none,own,1,skilled,1,none,yes,0,2024,7
greater_200,25,outstanding_credit,appliances,7865,100_to_500,1_to_4,3,female,guarantor,4,unknown,55,bank,rent,2,unemployed,1,yes,no,1,2022,9
no_checking,32,outstanding_credit,car_used,5037,greater_1000,1_to_4,3,male,none,4,savings_insurance,46,none,own,2,skilled,1,yes,yes,0,2024,11
no_checking,44,outstanding_credit,repairs,3718,unknown,greater_7,4,male,none,5,savings_insurance,52,none,free,2,skilled,1,yes,yes,1,2021,9
less_0,7,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,24,none,own,2,skilled,1,none,yes,0,2021,9
less_0,17,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,1,2021,5
0_to_200,16,prior_payments_delayed,vacation,5734,less_100,1_to_4,4,male,none,1,unknown,46,none,own,2,management_self-employed,2,none,yes,1,2023,7
no_checking,44,outstanding_credit,appliances,6808,unknown,greater_7,4,male,co-applicant,5,unknown,56,bank,own,3,unemployed,2,yes,yes,1,2021,12
greater_200,23,prior_payments_delayed,vacation,747,unknown,unemployed,1,female,guarantor,3,unknown,25,stores,free,1,unemployed,1,yes,yes,0,2021,3
no_checking,6,prior_payments_delayed,car_new,2255,100_to_500,4_to_7,4,male,none,2,savings_insurance,42,none,own,1,management_self-employed,1,none,yes,0,2022,3
0_to_200,6,prior_payments_delayed,car_used,808,less_100,less_1,2,female,none,3,savings_insurance,32,bank,rent,1,unskilled,1,none,yes,0,2022,11
0_to_200,13,credits_paid_to_date,car_new,1271,500_to_1000,1_to_4,3,male,none,2,savings_insurance,37,none,own,2,skilled,1,none,yes,0,2022,6
no_checking,44,prior_payments_delayed,other,2607,unknown,4_to_7,3,male,none,4,savings_insurance,25,bank,own,2,unemployed,1,none,yes,0,2024,1
less_0,22,credits_paid_to_date,car_new,477,less_100,1_to_4,2,female,none,3,savings_insurance,39,stores,own,2,skilled,1,none,yes,0,2022,4
no_checking,30,prior_payments_delayed,car_used,7714,unknown,greater_7,4,male,co-applicant,4,unknown,49,none,free,3,skilled,2,yes,yes,1,2022,12
0_to_200,13,credits_paid_to_date,car_used,1169,100_to_500,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,0,2023,3
no_checking,23,credits_paid_to_date,repairs,7282,less_100,less_1,4,female,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes,0,2021,8
greater_200,23,credits_paid_to_date,car_used,4090,greater_1000,greater_7,2,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,1,2023,4
less_0,6,credits_paid_to_date,car_new,1705,100_to_500,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2023,5
less_0,13,all_credits_paid_back,radio_tv,250,100_to_500,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,0,2023,1
greater_200,6,all_credits_paid_back,car_new,2314,less_100,1_to_4,4,female,none,1,car_other,51,none,own,1,skilled,2,yes,yes,0,2023,7
less_0,13,prior_payments_delayed,appliances,250,500_to_1000,4_to_7,1,male,none,4,car_other,28,stores,own,1,skilled,1,none,yes,0,2022,6
no_checking,27,prior_payments_delayed,furniture,4652,unknown,greater_7,4,male,guarantor,2,savings_insurance,57,none,free,2,skilled,2,yes,yes,0,2023,7
0_to_200,7,prior_payments_delayed,radio_tv,3989,less_100,less_1,3,male,none,4,car_other,32,stores,own,3,unskilled,1,none,yes,0,2024,10
0_to_200,17,prior_payments_delayed,radio_tv,2144,less_100,greater_7,4,female,none,2,car_other,36,none,free,2,skilled,2,yes,yes,0,2023,8
0_to_200,20,credits_paid_to_date,car_new,2430,500_to_1000,1_to_4,2,male,co-applicant,5,car_other,33,none,free,1,skilled,1,yes,yes,1,2024,2
0_to_200,17,prior_payments_delayed,radio_tv,3293,less_100,greater_7,4,female,none,2,car_other,45,none,free,2,skilled,1,yes,yes,0,2024,12
no_checking,11,outstanding_credit,appliances,1786,100_to_500,greater_7,4,male,none,4,car_other,56,none,own,2,management_self-employed,1,none,yes,0,2022,8
no_checking,33,prior_payments_delayed,repairs,6758,500_to_1000,4_to_7,4,male,co-applicant,2,unknown,53,none,own,3,skilled,1,yes,yes,1,2024,8
less_0,16,all_credits_paid_back,vacation,1497,less_100,less_1,2,female,none,2,savings_insurance,22,stores,own,2,skilled,1,none,yes,0,2023,7
less_0,6,all_credits_paid_back,car_new,1884,less_100,unemployed,1,male,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,0,2021,2
less_0,39,prior_payments_delayed,repairs,6221,500_to_1000,greater_7,4,female,co-applicant,2,savings_insurance,50,stores,rent,3,unskilled,2,yes,no,1,2021,4
no_checking,10,prior_payments_delayed,furniture,1393,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,0,2021,1
less_0,17,credits_paid_to_date,car_new,2879,less_100,1_to_4,3,male,none,4,real_estate,20,none,own,1,skilled,1,none,yes,0,2021,8
no_checking,64,outstanding_credit,retraining,11208,unknown,4_to_7,4,male,co-applicant,4,unknown,51,none,free,3,skilled,2,yes,yes,1,2021,12
no_checking,30,prior_payments_delayed,repairs,3661,100_to_500,4_to_7,4,male,none,4,car_other,27,none,own,2,skilled,2,none,yes,1,2022,5
no_checking,29,prior_payments_delayed,radio_tv,8843,500_to_1000,less_1,3,male,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes,0,2023,9
no_checking,23,prior_payments_delayed,appliances,4603,500_to_1000,greater_7,4,male,none,4,car_other,44,stores,own,2,unskilled,2,yes,yes,1,2024,12
